Sentence,Label
QB Aaron Brooks (NO) is turning quite a few heads with his stellarplay.,1
  He starts again this week.,1
"QB Kordell Stewart (Pit) is probable with a sore calf, but expects tostart.",1
"QB Jerome Bettis (Pit) has a sore leg, but it will take a lot morethan that to keep him off the field.",1
QB Moses Moreno (SD) needs to trade away a commandment or two for amore durable body.,1
 He appears on the injured list again asquestionable with a sore knee.,1
" Ryan Leaf, who has a sore groin,will start again in his place.",1
QB Jon Kitna (Sea) gets the start this week for the injured BrockHuard.,1
 Brock is out indefinitely with a bruised kidney and was justreleased from the hospital earlier this week.,1
QB Kurt Warner (StL) took snaps and has looked great throwing inpractice.,1
 He will start this week.,1
 ,1
Trent Green will back him up.,1
QB Shaun King (TB) practiced on Wednesday and looks to start againstthe Cowboys.,1
 Eric Zeier would play if Shaun king suffered a set-back.,1
QB Steve McNair (Ten) practiced on Wednesday and looks to start thisweek.,1
 He is listed as questionable on the injury report with a hurtthumb.,1
QB Brad Johnson (Was) is back behind center while Jeff Georgewatches.,1
 I doubt we have seen the last of this controversy.////////////////////////////////Running,1
backs in the News:RB Obafemi Ayanbadejo (Bal) is gone for the season.,1
RB Jamal Lewis (Bal) is on a bye this week.,1
RB Sammy Morris (Buf) was able to practice briefly on Wednesday andis questionable for this week's game.,1
 ,1
He is having troublemaking the hard cuts so will likely be ineffective even if he plays.,1
RB William Floyd (Car) will miss this game.,1
RB Tim Biakabutuka (Car) likely returns to the lineup this week.,1
Heis listed as probable with a sore toe.,1
RB Jamel White (Cle) is banged up with a sore shoulder.,1
 ,1
"Look forTravis Prentice to ""shoulder"" more of the load this week.",1
RB Emmitt Smith (Dal) has shaken off the concussion and will startthis week.,1
RB Terrell Davis (Den) is out this week with calf problems.,1
 ,1
MikeAnderson gets the start again this week.,1
RB Detron Smith (Den) can play if needed with his sore thumb.,1
RB Dorsey Levens (GB) misses yet another game.,1
 Ahman Green will getthe start,1
.,1
RB Lamar Smith (Mia) practiced on Wednesday and is expected to be thestarter despite being listed as questionable on the injury reportwith a tender hamstring.,1
RB Jimmy Kleinsasser (Min) is probable with a sore hamstring.,1
"RB JR Redmond (NE) appears as questionable on the injury report withbruised ribs, but he expects to play.",1
RB Ricky Williams (NO) is healing way ahead of schedule.,1
 He may nowbe ready for the last game of the regular season.,1
 ,1
His cast isexpected to come off later this week.,1
RB Jerald Moore (NO) is listed as questionable on the injury reportwith a sore neck.,1
" He is still expected to start though, but ChadMorton may see a few more reps than usual.",1
RB Curtis Martin (NYJ) plans on playing through the pain.,1
 He islisted as probable with a sore gluteous.,1
 I am guessing he is thebutt of many New York jokes.,1
RB Leon Johnson has been re-signed by the Jets and will return punts.,1
"RB Tyrone Wheatley (Oak) is banged up with a sore knee and finger,but his ankles are better.",1
 He will play this week.,1
RB Chris Fuamatu-Ma'afala (Pit) is out this week and he is usingthe time to look for personalized items with his last name.,1
 We willkeep you posted.,1
RB Kenny Bynum (SD) is listed as questionable with a sore hamstring.,1
"On a team that already has a crowded backfield with Jermaine Fazandeand Terrell Fletcher, Kenny looks like he could be placed on theinactive list this week.",1
"RB Terrell Fletcher (SD) has a broken rib, but is expected to playwith the pain.",1
"RB Garrison Hearst (SF) is listed as questionable on the injuryreport, but is doubtful he would have played anyway.",1
 ,1
The teamremains cautious in his comeback.,1
RB Mike Alstott (TB) will not play this week.,1
 ,1
Look for Warrick Dunnto get plenty of opportunities against a soft Dallas defense.,1
"RB Eddie George (Ten) skipped Wednesday's practice, but expectsto practice today and play this weekend.",1
RB Larry Centers (Was) is listed as questionable with a sore knee.,1
RB Stephen Davis (Was) will play with his sore forearm.,1
 ,1
Look for theGiants to attempt to arm-tackle him all day.///////////////////////////////////Wide Receivers in the News:,1
WR Frank Sanders (Ari) is expected to play with a sore leg.,1
WR Brian Finneran (Atl) practiced on Wednesday and is expected toplay with a sore back.,1
WR Qadry Ismail (Bal) is on a bye this week.,1
WR Jermaine Lewis (Bal) will use this week to heal his shoulder heinjured in last week's game.,1
WR Peerless Price (Buf) is expected to play with a sore ankle.,1
WR Donald Hayes (Car) is expected to start with a sore groin.,1
WR Darrin Chiaverini (Cle) is listed as questionable with a soreknee.,1
 He did not practice on Wednesday.,1
WR Germane Crowell (Det) is out again this week.,1
 Johnnie Morton andHerman Moore will start in his absence.,1
"WR Corey Bradford (GB) has spent more time on the injury report thanYancey Thigpen=01(=01(=01(well maybe not, but he can't stay healthyeither.",1
Corey misses another game this week as he is officially listed as out.,1
WR EG Green (Ind) still has a sprained knee and is listed asquestionable on the injury report.,1
 He says he will be ready to playthough.,1
WR OJ McDuffie (Mia) is questionable with a sore toe.,1
" With TonyMartin now healthy, the team will likely rest OJ so that he can healfor the playoffs.",1
"WR Troy Brown (NE) is listed as questionable on the injury reportwith a sore leg, but he expects to play.",1
WR Jake Reed (NO) is out in likely more ways than his listing on theinjury report.,1
 Joe Horn and Willie Jackson are playing good enoughto hold onto the starting jobs even if Jake were to get healthy.,1
WR Ike Hilliard (NYG) is out with a bruised sternum.,1
 ,1
Joe Jureviciuswill start in his place.,1
WR Dedric Ward (NYJ) gets the start over Laveranues Coles who is outwith a twisted knee.,1
"WR Courtney Hawkins (Pit) is questionable this week with a sore knee,but even if he played he would likely be ineffective.",1
 ,1
Hines Ward hasbeen the only Pittsburgh receiver to do anything consistently allyear.,1
"WR Terrell Owens (SF) is not a lock to play, but he keeps talkinglike he will be on the field though.",1
 He was quoted in the SacramentoBee as saying he is 85% right now.,1
" I am guessing he is closer to70%, but he probably will play if he can handle the pain from histurf toe.",1
WR Tony Horne (Stl) is out this week with a toe injury.,1
WR Az-Zahir Hakim (Stl) is expected to play with his sore knee thisweek.,1
WR Carl Pickens (Ten) continues to miss time with a sore hamstring.,1
"Even if he plays, he does not look like he will be a big factor.",1
WR Albert Connell (Was) got a break when the doctors upgraded hiscondition.,1
 He remains sore though and may be a game-time decision towhether he plays.  ,1
The team is starting James Thrash and Irving Fryarso he may have limited value even if he suits up this week.,1
"WR James Thrash (Was) has a bruised thigh, but is expected to playthis week.///////////////////////////////Tight Ends in the News:",1
TE Reggie Kelly (Atl) practiced on Wednesday and is expected to playwith a sore knee.,1
TE Shannon Sharpe (Bal) is on a bye this week.,1
TE OJ Santiago (Cle) is bothered by a sore knee.,1
 Fantasy players arebothered that he is still mentioned as a player in,1
the NFL.TE,1
Aaron Shea (Cle) is listed as questionable with sore quadriceps.,1
"He was limited in practice, but expects to play in the game.",1
TE Jackie Harris (Dal) was quoted as saying he will play thisweekend.,1
 He is expected to practice on Thursday and is listed asquestionable on the injury report with a sore knee.,1
TE Tony Gonzalez (KC) is perfectly fine and just did not catch a passlast week from 6 attempts from Warren Moon.,1
" If Grbac plays, expecthim to get the ball to Tony again.",1
"TE Hunter Goodwin (Mia) has a tight hamstring, but is expected toplay.",1
TE Johnny McWilliams (Min) is now the starter.,1
 John Davis still getsa lot of looks though.,1
TE Chad Lewis (Phi) is expected to play with,1
a sore elbow.///////////////////////////////Kickers,0
in the News,0
:,0
PK David Akers (Phi) is expected to play with a pulled quad.,1
PK Jeff Wilkins (Stl) looks like he will kick this week.,1
 But he haslooked like he was ready before and then gave way to Jeff Hallminutes before game-time.,1
" Now that the Rams are tied for firstthough, expect the players to start working through the pain.  I rateWilkins chance to start at close to 90% this week.",1
"To unsubscribe from this group, send an email to:cheatsheets-unsubscribe@egroups.com",0
          Take 10% off all Holiday Purchases.,0
" Offer Ends Dec. 5, 2000This",0
"holiday, enjoy a special 10% discount on all of your purchases made atGiftBaskets.com.",1
 Simply enter coupon code: GIFT10 as your shopping cartreaches checkout.  But hurry!  ,1
"This promotion ends on Dec. 5, 2000.Whether its gift baskets, food baskets or unique gift ideas",1
", you can nowchoose from over 200 new gift ideas, including our popular ""Relax andPamper"", ""Seasons Greetings"", ""Classic Fruit & Gourmet"" gift baskets, plusmuch, much more!And",1
"remember, your satisfaction is always",1
"100% guaranteed!!!!Wish all of your friends, family, and associates your warmest holidaygreetings this year.",1
 ,0
And enjoy a special discount from us for your loyalpatronage.,0
Place your order today at http://www.giftbaskets.com.Seasons Greetings!GiftBaskets.com,0
Did that piss you off- beating on your Texas women- babe.,1
 That would have pissed me off.,1
Eric Bass@ECT11/30/2000 10:50 AMwaaaaa! waaaaa! you notice that she didn't mention the corps of cadet members that tackled and beat on women after texas victory in college station a couple of year back	,1
Enron North America Corp.,1
Something to get you ALL riled up!!,1
" And you talk about LSU fans being bad- ""Kill him""!!!",1
"""Conduct of Texas Fans at Friday's Football Game Dismays Former Student"" November 28, 2000Please help me.",1
" As a product of both Texas A&M and the University ofTexas - Austin, I thought I had learned a lot.",1
 But I experienced some newthings at the football game this past Friday that my education had not preparedme for.,1
 No doubt there are Longhorn scholars who can set me straight.,1
 ,1
Iwatched many joyful Texas fans along with a few Aggies tailgating andcarousing.,1
 ,1
Super.,0
 Fall football rivalry.,1
 Spirits were literally inabundance.  May the better football team win.,1
Then I saw things that I cannot really comprehend.,1
 I saw a Longhorn fanwith a t-shirt showing a fallen-over Bonfire.,1
" The caption read, ""What'swrong, Aggies?",1
"Can't keep it up?""",1
 ,1
Can someone explain that to me?,1
 I donot get it.,1
" I assure you, I get the sexual nuance - I just do not understandevil.",1
I saw Longhorn fans mocking and taunting the fans from A&M who were inCorps of Cadets uniforms.,1
 ,1
"""Little Hitlers,"" they were called.",1
 ,1
They were beingspat at.  Help me to understand this Longhorn slant on rivalry.  Ithought we were all against Hitler - Longhorns and Aggies.,1
"I saw a Longhorn cheerleader - isn't he supposed to represent UT in thefinest possible way?  - run in front of the Aggie Band, turn and face itsquare on and salute with the clicked heels, arm-above-head, ""HeilHitler"" sign. What don't I know here?  ",1
What didn't I learn in history class?,1
 All thesethings happened before kickoff.,1
"Aggies, I respect your presentation of a $50,000 endowed scholarship as athank-you for UT's respect and support shown last year.",1
 That supportobviously came from the finer Horns.,1
 I admired the fortitude andrestraint exercised by the Corps of Cadets under attack.,1
"Unfortunately, I learned that hundreds and hundreds of Longhorns haveMore than one way to show the Hook 'em Horns sign.",1
 They prefer to use theirmiddle finger.,1
 ,1
Class.,1
 ,1
"Really intelligent and creative.  That willquickly teach those ""littlest"" Longhorns how to show spirit.  ",1
I just pray theyget an honest chance to choose.,1
I am learning.,1
 I have attended both schools.,1
 I will choose the higherground.,1
Susan PriestClasses of '77 and '81>>,0
waaaaa! waaaaa! you notice that she didn't mention the corps of cadet members that tackled and beat on women after texas victory in college station a couple of year back	Enron North America Corp.,1
Something to get you ALL riled up!!,1
" And you talk about LSU fans being bad- ""Kill him""!!! ""Conduct of Texas Fans at Friday's Football Game Dismays Former Student"" November 28, 2000Please help me.",1
" As a product of both Texas A&M and the University ofTexas - Austin, I thought I had learned a lot.",1
 But I experienced some newthings at the football game this past Friday that my education had not preparedme for.,1
 No doubt there are Longhorn scholars who can set me straight.,1
 ,1
Iwatched many joyful Texas fans along with a few Aggies tailgating andcarousing.,1
 ,1
Super.,1
 Fall football rivalry.,1
 Spirits were literally inabundance.  ,1
May the better football team win.,1
Then I saw things that I cannot really comprehend.,1
 I saw a Longhorn fanwith a t-shirt showing a fallen-over Bonfire.,1
" The caption read, ""What'swrong, Aggies?",1
"Can't keep it up?""  ",1
Can someone explain that to me?,1
 I donot get it.,1
" I assure you, I get the sexual nuance - I just do not understandevil.",1
I saw Longhorn fans mocking and taunting the fans from A&M who were inCorps of Cadets uniforms.,1
" ""Little Hitlers,"" they were called.",1
 They were beingspat at.,1
 ,1
Help me to understand this Longhorn slant on rivalry.,1
 ,1
Ithought we were all against Hitler - Longhorns and Aggies.,1
"I saw a Longhorn cheerleader - isn't he supposed to represent UT in thefinest possible way?  - run in front of the Aggie Band, turn and face itsquare on and salute with the clicked heels, arm-above-head, ""HeilHitler"" sign.",1
What don't I know here?,1
 What didn't I learn in history class?  All thesethings happened before kickoff.,1
"Aggies, I respect your presentation of a $50,000 endowed scholarship as athank-you for UT's respect and support shown last year.",1
 That supportobviously came from the finer Horns.,1
 I admired the fortitude andrestraint exercised by the Corps of Cadets under attack.,1
"Unfortunately, I learned that hundreds and hundreds of Longhorns haveMore than one way to show the Hook 'em Horns sign.",1
 They prefer to use theirmiddle finger.,1
 ,1
Class.,1
 Really intelligent and creative.,1
" That willquickly teach those ""littlest"" Longhorns how to show spirit.  ",1
I just pray theyget an honest chance to choose.,1
I am learning.,1
 I have attended both schools.,1
 I will choose the higherground.,1
Susan PriestClasses of '77 and '81>>,1
Something to get you ALL riled up!!,1
" And you talk about LSU fans being bad- ""Kill him""!!!",1
"""Conduct of Texas Fans at Friday's Football Game Dismays Former Student"" November 28, 2000Please help me.",1
 ,1
"As a product of both Texas A&M and the University ofTexas - Austin, I thought I had learned a lot.",1
 But I experienced some newthings at the football game this past Friday that my education had not preparedme for.,1
 No doubt there are Longhorn scholars who can set me straight.,1
 ,1
Iwatched many joyful Texas fans along with a few Aggies tailgating andcarousing.,1
 ,1
Super.,1
 Fall football rivalry.,1
 Spirits were literally inabundance.  ,1
May the better football team win.,1
Then I saw things that I cannot really comprehend.,1
 I saw a Longhorn fanwith a t-shirt showing a fallen-over Bonfire.,1
" The caption read, ""What'swrong, Aggies?",1
"Can't keep it up?""  ",1
Can someone explain that to me?,1
 I donot get it.,1
 ,1
"I assure you, I get the sexual nuance - I just do not understandevil.",1
I saw Longhorn fans mocking and taunting the fans from A&M who were inCorps of Cadets uniforms.,1
 ,1
"""Little Hitlers,"" they were called.",1
 ,1
They were beingspat at.  Help me to understand this Longhorn slant on rivalry.  Ithought we were all against Hitler - Longhorns and Aggies.,1
"I saw a Longhorn cheerleader - isn't he supposed to represent UT in thefinest possible way?  - run in front of the Aggie Band, turn and face itsquare on and salute with the clicked heels, arm-above-head, ""HeilHitler"" sign.",1
What don't I know here?,1
 What didn't I learn in history class?,1
 All thesethings happened before kickoff.,1
"Aggies, I respect your presentation of a $50,000 endowed scholarship as athank-you for UT's respect and support shown last year.",1
 That supportobviously came from the finer Horns.,1
 I admired the fortitude andrestraint exercised by the Corps of Cadets under attack.,1
"Unfortunately, I learned that hundreds and hundreds of Longhorns haveMore than one way to show the Hook 'em Horns sign.",1
 They prefer to use theirmiddle finger.,1
 ,1
Class.,0
 ,1
"Really intelligent and creative.  That willquickly teach those ""littlest"" Longhorns how to show spirit.  ",1
I just pray theyget an honest chance to choose.,1
I am learning.,1
 I have attended both schools.,1
 I will choose the higherground.,1
Susan PriestClasses of '77 and '81>,1
>,0
[IMAGE]Fantasy Basketball is here...and it's FREE!,0
Join a league or create your own.,1
"It's a slam dunk!http://fantasybasketball.commissioner.comRun your Fantasy Basketball league for FREE with our fully-customizable league management service!http://basketball.commissioner.comThe tab for SportsLine's FREE Fantasy Football is being picked up by Miller Lite, our favorite beer around here.",1
Check them out offline at your local bar or online with us.,1
Grab a Miller Lite.,1
It's Miller Time!Half,1
Time is the perfect time to visit Half.com.,1
"Half.com offers Music, Books, Movies & Games at HALF the price.",1
Win The Fantasy Football Trip Of A Lifetime!,1
Love to surf the cbs.sportsline.com site?,1
You could win a 4-day/3-night weekend in Florida to attend Cris Carter's FAST Program in Florida!,1
Click here to get started now!Brought to you bySponsorship,1
BarYou are receiving these e-reports because you have signed up for CBS SportsLine Fantasy Football.,1
 ,1
"To customize, reschedule, or turn off these reports please  click here  ",1
Player Updates?NFL Reports?,1
 ,1
Latest NFL Player News  ,1
"Corey Bradford , WR GB - Free Agent Updated 11/30/00  ",1
"After missing most of the season because of a broken leg, Bradford is now recovering from torn cartilage in his right knee.",1
 He still hopes to return for a December 10 game against the Lions.,1
 Right now he is having trouble pushing off on his knee.,1
 ,1
Stay away from Bradford in your Fantasy league until next season.,1
"     Elvis Grbac , QB KC - Eric Bass Updated 11/30/00  Grbac returned to practice on Wednesday and will likely return for Monday night's game against New England.",1
 ,1
"Although he is still listed as questionable on the injury report, Head Coach Gunther Cunningham is optimistic.",1
"""Right now, I'd say he'll play,"" said Cunningham, ""but we'll see what (today) brings.""",1
"Since Grbac isn't a definite starter this week, it would be wise to use another quarterback if your roster allows it - especially with the Fantasy playoffs beginning.",1
    ,1
"Lamar Smith , RB MIA - Fear Updated 11/30/00  ",1
"Smith's injured right hamstring has made significant progress since he missed last week's game against the Colts, and the Dolphins are cautiously optimistic that he  could return for this week's game against Buffalo.",1
"Despite experiencing a slight ""tweak"" in the hamstring after Wednesday's practice, Smith still believes he will be ready to go.",1
"""I feel fine,"" Smith said, ""I have no pain in my leg.",1
"I'm running and cutting without any pain.""  ",1
"Those Fantasy owners with a deep running back rotation, however,  would be wise to steer clear of Smith this week.",1
"Playing in the cold at Buffalo could hinder Smith's performance, which is a chance you won't want to take at this point of the season.",1
"     Jay Fiedler , QB MIA - McKay Neal Updated 11/30/00",1
 ,1
"Contrary to earlier reports, the Dolphins are now ""optimistic"" that Fiedler will be their starting quarterback for this week's game against Buffalo.",1
He took 75 percent of the snaps with the first team during Wednesday's practice and reported that he felt fine.,1
"It would be a remarkable recovery for Fielder, who couldn't even raise his right arm on Sunday.",1
"""If he's OK (today), he's starting,"" said Head Coach Dave Wannstedt.",1
"Even if he does start, Fielder isn't a very strong option for Fantasy owners who have advanced to their league's playoffs.",1
"     Curtis Enis , RB CHI - FIBSABs Updated 11/30/00  Enis has vowed to be lighter and mightier next season.",1
 Where have we heard this before?,1
During the offseason Enis bulked up to 250 pounds and promised to run over the opposition.,1
 He looked slow carrying the ball this season and was replaced at HB by James Allen.,1
" With HB Marlon Barnes and Allen in tow, Enis may have to take his leaner physique elsewhere.",1
 He is down to 242 pounds already and would like to reach 235.,1
" Even if he does reach this goal don't count on him being too productive.  Wait and see if he re-emerges as a star before you gamble and put him on your Fantasy team next year.      Cade McNown , QB CHI - Top Dogs Updated 11/30/00  McNown is listed as questionable but will be the emergency QB for sunday's game against the Bears, behind Shane Matthews and backup Mark Hartsell.",1
 It appears that McNown is done for the Fantasy season.  ,1
"His seperated shoulder rendered him helpless for the latter part of 2000,  but even when he was healthy he didn't produce too much.",1
"    Shaun King , QB TB - Tori Kuykendall Updated 11/30/00  King practiced Wednesday and will start Sunday against Dallas.",1
" He sat out a workout Monday because of a lower back strain, but said he felt fine after taking most of the snaps as the Bucs began preparations for the Cowboys.   King hasn't been too productive in recent weeks and don't expect that to change against Dallas this week.  The Cowboys have only allowed 185.5  passing yards per game this season.",1
 But King is still one of the better QBs in the league.,1
 He may not have a stellar game this Sunday but will be good enough to help your Fantasy team in the playoffs.,1
"     Wane McGarity , WR DAL - Free Agent Updated 11/30/00  McGarity injured his left ankle in practice on Wednesday, leaving him questionable for Sunday's game at Tampa Bay.",1
" The Cowboys, who have been devastated by injuries all season long, can ill-afford to lose McGarity, who has become one of their more consistent receivers in recent weeks.",1
Fantasy owners should avoid starting any of Dallas' receivers other than James McKnight for the duration of the season.,1
"     Chris Greisen , QB ARI - Free Agent Updated 11/30/00  With the shoulder injury to backup Dave Brown, Greisen will likely be Arizona's number two quarterback this week against the Bengals.",1
"He has only thrown nine passes in three career appearances, but could see some playing time this week if starter Jake Plummer re-aggravates the rib injury that kept him out of last week's game against the Giants.",1
"Fantasy owners should avoid Arizona quarterbacks this week at all costs, especially with the playoffs beginning for most leagues.",1
"     Ricky Williams , RB NO - Free Agent Updated 11/30/00  Williams could be back in time for the final regular season game on December 24.",1
" ""There's a chance he can come back,"" coach Jim Haslett said.",1
"""We're kind of shooting for the last game, but hopefully the playoffs.""",1
 Most Fantasy leagues will be over by Week 17.,1
 But if your team is still playing having Williams will definitely help.,1
"    Terrell Owens , WR SF - Martin Cuilla Updated 11/30/00  Owens will play this week against the Chargers but at this point he is not healthy enough to take a gamble on.",1
" ""I'll definitely play this week,"" said Owens.",1
" ""It's all a matter of how much pain I can tolerate.""   Owens' toe is purple and swollen, and he can't run at top speed.",1
 ,1
"Don't expect him to put up good numbers this week.  Use another receiver instead of Owens if possible.      Joe Jurevicius , WR NYG - Free Agent Updated 11/29/00  Jurevicius did a good job replacing Ike Hilliard last week, catching six passes for 70 yards in New York's 31-7 win.",1
"He will start in place of his injured teammate once again, but don't expect the same type of numbers against the Redskins.",1
"It would be wise to use other receivers on your roster this week if possible, especially considering that Jurevicius will probably find himself lined up across from Deion Sanders for most of the day.",1
     ,1
"Amani Toomer , WR NYG - McKay Neal Updated 11/29/00  Toomer accounted for 89 yards of total offense and a touchdown in last Sunday night's 31-7 win over Arizona.",1
He will face off against a talented Redskins' secondary this week that held him to only three catches and 31 yards in the team's first meeting.,1
"If your other wideouts have more favorable matchups this week, it might be wise to bench Toomer.",1
"    Ike Hilliard , WR NYG - Tori Kuykendall Updated 11/29/00  Hilliard will miss his second straight game this week against Washington.",1
 He is still suffering from a punishing hit from Lions' safety Kurt Shultz two weeks ago that resulted in a bruised sternum.,1
" Joe Jurevicius will replace Hilliard once again.     Tiki Barber , RB NYG - The Klap Updated 11/29/00  Barber is having a surprisingly solid Fantasy season.",1
 He accounted for 82 yards from scrimmage and a touchdown in last week's win over the Cardinals.,1
"The Giants will no doubt continue to use Barber as one of their main offensive threats, so he will always have a chance at being productive.",1
" Unless you have a stacked backfield, you could do a lot worse than putting Barber in your starting lineup.",1
"    Ron Dayne , RB NYG - Martin Cuilla Updated 11/29/00  ",1
Dayne ran the ball 24 times for 85 yards and a touchdown in last Sunday's win over Arizona.,1
" Don't expect those types of numbers this week, however, as the G-Men face off against a Washington squad that will be hungry for a win.",1
" In Week Four, the 'Skins held Dayne to only 23 yards rushing, and this week shouldn't be much different.",1
Keep Dayne on your bench if your roster allows it.,1
"   Kerry Collins , QB NYG - Matt Lenhart Updated 11/29/00  ",1
Collins completed 20-of-30 passes for 232 yards and one touchdown in last week's win over Arizona.,1
" He has been playing well in recent weeks, throwing eleven touchdown passes in his last five games.",1
"He will face off against a tougher opponent this week, namely the Washington Redskins and their fifth ranked pass defense.",1
"Collins was unimpressive in the team's first meeting, so you may want to consider benching him this week if your roster allows it.",1
"     Mike Vanderjagt , K IND - Top Dogs Updated 11/29/00  ",1
"Vanderjagt missed his only field goal attempt against the Dolphins, a 59-yarder at the end of regulation that would have sent the game into overtime.",1
The miss was his first since Week Two against Oakland.,1
"Vanderjagt remains one of Fantasy's best kickers, so continue to start him as you enter your league's playoffs.",1
"      Marvin Harrison , WR IND - Eric Bass Updated 11/29/00  ",1
Harrison only caught four passes last week against Miami - lucky for Fantasy owners that two of them were for touchdowns.,1
 ,1
He will go up against a Jets' secondary this week that held him to only four catches and 34 yards in Week Ten.,1
"It's now time for the playoffs, however, so Harrison should be in your lineup every week until your season ends, one way or another.",1
   ,1
"Edgerrin James , RB IND - Martin Cuilla Updated 11/29/00  ",1
"""The Edge"" just keeps on producing, rushing for 118 yards and catching five passes for 37 yards in last week's loss to Miami.",1
"He faces the Jets this week, a team he lit up for 131 yards rushing and a touchdown in Week Ten.",1
"Indianapolis needs this game to stay in the playoff hunt, and James, as always, will be the Colts' main man on offense.",1
     ,1
"Peyton Manning , QB IND - Tori Kuykendall Updated 11/29/00  ",1
Manning completed 16-of-34 passes for 209 yards and two touchdowns in last Sunday's loss to Miami.,1
"He will face the Jets this week in New York, which may not be a good sign for Fantasy owners.",1
"The Colts haven't faired well in the cold this season, losing on the road to both Chicago and Green Bay.",1
"Start Manning this week as always, and hope that he can break away from his team's cold weather misfortunes.",1
"     Chris Chandler , QB ATL - Hunter Shively Updated 11/29/00  Chandler will be replaced at QB by rookie Doug Johnson for the final three games.",1
 The team stated that this move is aimed at allowing Chris Chandler some time to heal his wounds.,1
 It will also give them a chance to evaluate Johnson.,1
" Considering Atlanta's passing performances it would be wise to avoid picking up Johnson, especially as your team enters the postseason.",1
 ,1
Keep an eye on him though.,1
 If he plays well he may be worth drafting next year.,1
"     Carl Pickens , WR TEN - The Klap Updated 11/29/00  ",1
"Pickens tested his hamstring before Sunday's game against Jacksonville, but the team decided not to let him play just before gametime.",1
"He is close to being ready for a return, but likely needs to get more involved in practice first.",1
"""Carl practiced last week, but we felt and he felt if he had gone out and pushed it a little bit he had that risk factor of reinjuring it,"" said Coach Jeff Fisher.",1
"""I would assume he'd be close to play [Sunday against Philadelphia].""",1
"Don't expect solid Fantasy numbers out of him, however, as he hasn't had a reception since October 1.",1
"  Troy Edwards , WR PIT - FIBSABs Updated 11/29/00  ",1
"Edwards impressed Coach Bill Cowher with a 27-yard reception against Cincinnati last Sunday, but he hasn't yet put himself back in the Steelers' receiving picture.",1
"As long as Hines Ward continues to play well at flanker, don't expect anything from Edwards over the season's final weeks.",1
Check back with him next season.,1
"  Doug Johnson , QB ATL - Free Agent Updated 11/29/00  Johnson will start the team's final three games of the season in place of the battered Chris Chandler.",1
 Don't expect Johnson to do too much better.,1
" He should have a good game against the Seahawks this week, but overall the Falcons receivers don't get open enough.",1
"     Jerome Bettis , RB PIT - Fear Updated 11/29/00  ",1
The Steelers have listed Bettis as questionable with a calf injury on their injury report for Sunday's game against Oakland.,1
"He has routinely been listed as probable for games this season, yet has played every game.",1
More surprising is that Bettis has performed well in recent weeks despite the absence of center Dermontti Dawson.,1
"Dawson has missed three games with a hamstring injury, and is listed as questionable this week, but don't allow his absence to affect your decision on whether to start Bettis.",1
  ,1
"Courtney Hawkins , WR PIT - Free Agent Updated 11/29/00  ",1
Hawkins will be listed as questionable on the Steelers' injury report for Sunday's game against Oakland.,1
"He is expected to play, though, as he was also listed as questionable last Sunday but made the start anyway.",1
"If he can't go, then Plaxico Burress, the man Hawkins replaced in the lineup, would probably get the call.",1
"  Chris Fuamatu-Ma'afala , RB PIT - Free Agent Updated 11/29/00  ",1
Fuamatu-Ma'afala will miss his sixth straight game on Sunday against Oakland with a broken foot.,1
"He is expected to run this week for the first time since he suffered the injury, so he should be able to return by the following week.",1
"Don't expect anything out of Fuamatu-Ma'afala over the final weeks, though, as Jerome Bettis has a firm grip on the starting job.",1
"  Aaron Stecker , RB TB - Free Agent Updated 11/29/00  Stecker is still recovering from a bruised knee and is not expected to play against the Cowboys Sunday.",1
 He rarely fields kicks anymore and is used primarily as a blocker on the return team.,1
"    Az-Zahir Hakim , WR STL - FIBSABs Updated 11/29/00  Hakim injured his wrist in last Sunday's game against the Saints and is questionable for this week's matchup against the Panthers.",1
" If he is unable to play, look for Ricky Proehl to receive extended action as the third receiver.  Given Proehl's performance last week in which he caught a TD he might be worth picking up to replace Hakim if you play in a Fantasy league that allows more than two receivers.    More Updates  Player News?Teams?  Eric Bass",1
Player News  ,1
"Lions , Active DT Updated 11/29/00",1
The Lions' defense will have to pick their poison Thursday when they face the Vikings.,1
Will they double-team Randy Moss or Cris Carter?,1
Or both?,1
What will they do about QB Daunte Culpepper and RB Robert Smith?,1
It may not matter too much if they double-team Moss.,1
He has been known to make catches in double coverage but Carter is a different story.,1
"They focused their energies on stopping Carter in the first game and held him to three catches for 30 yards, but Moss had 168 receiving yards and three TDs.",1
Thursday's game could be a long one for the Lions' defense.,1
If you have them hope that they can find a way to contain Minnesota and score some points for your Fantasy team.,1
 ,1
"Elvis Grbac , Active QB Updated 11/30/00 Grbac returned to practice on Wednesday and will likely return for Monday night's game against New England.",1
"Although he is still listed as questionable on the injury report, Head Coach Gunther Cunningham is optimistic.",1
"""Right now, I'd say he'll play,"" said Cunningham, ""but we'll see what (today) brings.""",1
"Since Grbac isn't a definite starter this week, it would be wise to use another quarterback if your roster allows it - especially with the Fantasy playoffs beginning.",1
" Terrell Davis , Reserve RB Updated 11/29/00",1
"An MRI performed on Davis' leg Tuesday showed a ""stress reaction on the mid-lower leg,"" which is a precursor of a stress fracture.",1
"He will have his leg placed in a boot for about three weeks to prevent a stress fracture, meaning he will essentially miss the remainder of the regular season.",1
"If you have Davis on your Fantasy team and you're not in a keeper league, it's not worth holding onto him at this point.",1
" Kimble Anders , Reserve RB Updated 11/29/00",1
